,owner,brand,price,kms_driven,age,power
2708,First Owner,Harley-Davidson,450000.0,21913.0,4.0,750.0
2709,Second Owner,Harley-Davidson,370000.0,4899.0,5.0,750.0
2710,First Owner,TVS,40000.0,12530.0,3.0,110.0
2711,First Owner,TVS,65000.0,28000.0,4.0,200.0
2712,First Owner,Royal Enfield,105000.0,23397.0,4.0,350.0
2715,First Owner,Hero,33000.0,17500.0,11.0,100.0
2716,First Owner,TVS,75000.0,14271.0,4.0,200.0
2717,First Owner,Bajaj,15000.0,23000.0,17.0,150.0
2718,First Owner,Royal Enfield,110400.0,10600.0,5.0,350.0
2719,First Owner,Royal Enfield,109000.0,35000.0,4.0,350.0
2720,First Owner,Royal Enfield,74500.0,26081.0,7.0,350.0
2721,First Owner,Royal Enfield,84000.0,16694.0,7.0,350.0
2722,First Owner,Bajaj,57000.0,6777.0,5.0,220.0
2723,First Owner,Royal Enfield,146300.0,750.0,4.0,350.0
2724,First Owner,Royal Enfield,128000.0,18552.0,4.0,500.0
2725,First Owner,Royal Enfield,108000.0,56273.0,5.0,350.0
2726,First Owner,Hero,10500.0,39252.0,17.0,100.0
2727,Second Owner,Royal Enfield,100000.0,14576.0,6.0,350.0
2728,Second Owner,Bajaj,53000.0,2792.0,5.0,150.0
2729,Second Owner,Royal Enfield,66000.0,15306.0,13.0,350.0
2730,First Owner,Honda,17000.0,30124.0,11.0,125.0
2731,First Owner,Bajaj,45000.0,17281.0,3.0,125.0
2732,First Owner,Suzuki,98000.0,14495.0,3.0,150.0
2733,First Owner,Bajaj,17000.0,55534.0,10.0,150.0
2734,First Owner,Harley-Davidson,900000.0,13782.0,4.0,883.0
2735,First Owner,Royal Enfield,167000.0,2500.0,2.0,350.0
2736,First Owner,Bajaj,85000.0,5848.0,3.0,200.0
2737,First Owner,Yamaha,65000.0,23000.0,5.0,150.0
2738,First Owner,Kawasaki,415000.0,8500.0,5.0,650.0
2739,Second Owner,Honda,62000.0,7500.0,3.0,160.0
2740,First Owner,Royal Enfield,147000.0,200.0,4.0,350.0
2741,First Owner,Royal Enfield,136000.0,5800.0,5.0,350.0
2742,First Owner,Hero,38000.0,29030.0,4.0,125.0
2743,First Owner,Yamaha,32600.0,25000.0,10.0,150.0
2744,Second Owner,Royal Enfield,64000.0,31571.0,10.0,350.0
2745,First Owner,Yamaha,40000.0,40169.0,5.0,150.0
2746,First Owner,Bajaj,108000.0,10200.0,5.0,200.0
2747,Second Owner,Royal Enfield,80162.0,17500.0,9.0,350.0
2748,First Owner,Hyosung,192000.0,7390.0,6.0,250.0
2749,First Owner,TVS,55000.0,14061.0,6.0,180.0
2750,First Owner,Royal Enfield,111300.0,20000.0,8.0,500.0
2751,Second Owner,Royal Enfield,84800.0,20000.0,6.0,350.0
2752,First Owner,Royal Enfield,100000.0,11937.0,4.0,350.0
2753,First Owner,Bajaj,105000.0,10500.0,4.0,200.0
2754,First Owner,Hero,18000.0,52928.0,11.0,100.0
2755,First Owner,Hero,14000.0,58000.0,11.0,150.0
2756,Second Owner,Bajaj,32000.0,37000.0,9.0,220.0
2757,First Owner,Bajaj,70700.0,12000.0,5.0,200.0
2758,First Owner,Bajaj,40400.0,33000.0,5.0,180.0
2759,First Owner,Royal Enfield,110000.0,100670.0,5.0,350.0
2760,First Owner,Bajaj,32500.0,56482.0,8.0,150.0
2761,First Owner,Suzuki,55000.0,29331.0,4.0,150.0
2762,First Owner,TVS,35000.0,67363.0,8.0,180.0
2763,First Owner,Yamaha,25000.0,55000.0,10.0,150.0
2764,First Owner,Royal Enfield,77616.0,31530.0,6.0,350.0
2765,First Owner,Hero,20000.0,51000.0,10.0,100.0
2766,First Owner,Royal Enfield,86000.0,15000.0,7.0,350.0
2767,First Owner,Bajaj,50000.0,13000.0,7.0,220.0
2768,First Owner,TVS,72000.0,21458.0,5.0,200.0
2769,First Owner,Yamaha,50000.0,33000.0,6.0,150.0
2770,First Owner,Honda,25000.0,33755.0,7.0,110.0
2771,First Owner,Bajaj,67000.0,35409.0,4.0,180.0
2772,First Owner,Honda,58000.0,8000.0,4.0,125.0
2773,First Owner,Bajaj,50000.0,20000.0,6.0,180.0
2774,First Owner,Honda,64400.0,3310.0,5.0,160.0
2775,First Owner,Hero,16000.0,58000.0,13.0,100.0
2776,First Owner,KTM,95000.0,33300.0,8.0,390.0
2777,First Owner,Bajaj,100000.0,15000.0,6.0,200.0
2778,First Owner,Royal Enfield,95000.0,18000.0,8.0,500.0
2779,First Owner,Suzuki,52200.0,29000.0,4.0,150.0
2780,Second Owner,Bajaj,17000.0,20000.0,8.0,125.0
2781,First Owner,Yamaha,36000.0,14615.0,12.0,150.0
2782,First Owner,Bajaj,47000.0,2860.0,2.0,110.0
2783,First Owner,Hero,51100.0,24065.0,6.0,150.0
2784,First Owner,Yamaha,24000.0,9614.0,11.0,150.0
2785,Second Owner,Bajaj,12200.0,30000.0,14.0,150.0
2786,First Owner,Bajaj,55000.0,7034.0,4.0,160.0
2787,First Owner,Royal Enfield,110000.0,21000.0,4.0,350.0
2788,First Owner,Royal Enfield,79400.0,19225.0,10.0,350.0
2789,First Owner,Honda,19000.0,68000.0,10.0,110.0
2790,First Owner,Yamaha,83000.0,29500.0,6.0,150.0
2791,First Owner,Mahindra,22500.0,20000.0,8.0,110.0
2792,First Owner,Bajaj,51500.0,32000.0,7.0,220.0
2793,First Owner,Honda,30000.0,30000.0,7.0,125.0
2794,First Owner,Bajaj,46900.0,20468.0,4.0,150.0
2795,First Owner,Yamaha,50000.0,45000.0,7.0,150.0
2796,Third Owner,Royal Enfield,95000.0,30000.0,8.0,500.0
2797,First Owner,Hero,26000.0,30000.0,6.0,100.0
2798,Second Owner,Bajaj,55000.0,39309.0,8.0,200.0
2799,First Owner,Bajaj,48999.0,9600.0,5.0,150.0
2800,First Owner,Yamaha,70000.0,14854.0,7.0,150.0
2801,First Owner,Bajaj,55000.0,12000.0,5.0,220.0
2802,First Owner,Bajaj,46000.0,35596.0,5.0,150.0
2803,First Owner,Yamaha,63000.0,45686.0,4.0,250.0
2804,First Owner,Royal Enfield,89000.0,24516.0,6.0,350.0
2805,First Owner,Bajaj,50000.0,14000.0,5.0,150.0
2806,First Owner,Bajaj,39000.0,96611.0,4.0,150.0
2807,First Owner,Bajaj,45000.0,38500.0,7.0,220.0
2808,First Owner,Hero,43000.0,12000.0,3.0,125.0
2809,First Owner,Bajaj,65000.0,25000.0,4.0,220.0
2810,First Owner,Yamaha,85000.0,32000.0,7.0,150.0
2811,First Owner,Yamaha,60000.0,52667.0,8.0,150.0
2812,First Owner,Royal Enfield,110000.0,30000.0,9.0,500.0
2813,First Owner,KTM,173000.0,18500.0,5.0,390.0
2814,First Owner,Royal Enfield,98000.0,20783.0,5.0,350.0
2815,First Owner,Yamaha,75000.0,47489.0,5.0,150.0
2816,Second Owner,Harley-Davidson,450000.0,1174.0,3.0,750.0
2817,First Owner,Royal Enfield,80000.0,34000.0,8.0,350.0
2818,First Owner,KTM,190000.0,9500.0,4.0,390.0
2819,First Owner,Hero,42000.0,15000.0,5.0,125.0
2820,First Owner,TVS,55000.0,18934.0,6.0,160.0
2821,First Owner,Bajaj,62000.0,8500.0,5.0,220.0
2822,First Owner,Bajaj,12000.0,72901.0,16.0,125.0
2823,Second Owner,Bajaj,35590.0,45217.0,7.0,220.0
2824,First Owner,Bajaj,45000.0,30000.0,6.0,150.0
2825,First Owner,Suzuki,76000.0,481.0,3.0,150.0
2826,First Owner,Bajaj,50700.0,16000.0,7.0,220.0
2827,Second Owner,Bajaj,43999.0,50000.0,8.0,200.0
2828,First Owner,Bajaj,60000.0,6193.0,6.0,220.0
2829,First Owner,Royal Enfield,101400.0,30000.0,7.0,500.0
2830,First Owner,Royal Enfield,110000.0,5921.0,6.0,500.0
2831,First Owner,Royal Enfield,105000.0,15000.0,3.0,350.0
2832,First Owner,Bajaj,55000.0,20000.0,9.0,220.0
2833,First Owner,Yamaha,70000.0,9355.0,4.0,150.0
2834,First Owner,Royal Enfield,85500.0,5645.0,4.0,350.0
2835,Second Owner,Royal Enfield,85000.0,16439.0,6.0,350.0
2836,First Owner,Royal Enfield,125000.0,15888.0,5.0,500.0
2837,First Owner,Bajaj,73000.0,5000.0,5.0,220.0
2838,First Owner,Bajaj,99000.0,1958.0,2.0,220.0
2839,First Owner,Yamaha,54500.0,50000.0,8.0,150.0
2840,First Owner,Bajaj,35000.0,25651.0,10.0,220.0
2841,First Owner,Bajaj,30000.0,7004.0,5.0,100.0
2842,First Owner,Bajaj,48700.0,16000.0,6.0,220.0
2843,First Owner,Bajaj,19000.0,35000.0,13.0,150.0
2844,First Owner,KTM,154800.0,3800.0,6.0,200.0
2845,First Owner,Honda,66000.0,11500.0,5.0,160.0
2846,First Owner,Royal Enfield,104000.0,27623.0,5.0,350.0
2847,First Owner,Bajaj,66000.0,20919.0,6.0,220.0
2848,First Owner,Royal Enfield,105000.0,11600.0,7.0,350.0
2849,First Owner,Bajaj,60000.0,25000.0,6.0,220.0
2850,First Owner,Bajaj,25000.0,45000.0,10.0,150.0
2851,First Owner,Honda,90000.0,8740.0,6.0,150.0
2858,First Owner,Bajaj,50000.0,16000.0,3.0,150.0
2859,First Owner,TVS,22500.0,33000.0,11.0,160.0
2860,First Owner,Royal Enfield,100000.0,60000.0,4.0,350.0
2861,First Owner,Honda,45000.0,17400.0,6.0,160.0
2862,First Owner,Royal Enfield,90000.0,22000.0,7.0,350.0
2863,First Owner,Bajaj,14000.0,50000.0,12.0,150.0
2864,First Owner,Royal Enfield,124000.0,12827.0,4.0,500.0
2865,First Owner,Royal Enfield,118000.0,15256.0,3.0,350.0
2866,Second Owner,Bajaj,20000.0,60000.0,12.0,180.0
2867,First Owner,Bajaj,15000.0,27000.0,18.0,150.0
2868,First Owner,Bajaj,32000.0,34378.0,7.0,135.0
2869,First Owner,Bajaj,17000.0,47543.0,8.0,125.0
2870,First Owner,Bajaj,16500.0,41012.0,10.0,150.0
2871,First Owner,Kawasaki,550000.0,11000.0,5.0,650.0
2872,First Owner,Royal Enfield,120000.0,15148.0,4.0,350.0
2876,First Owner,Yamaha,37000.0,48500.0,11.0,150.0
2877,First Owner,Yamaha,25000.0,41004.0,11.0,150.0
2878,Second Owner,Yamaha,48000.0,17505.0,10.0,150.0
2879,First Owner,Hyosung,190000.0,10500.0,6.0,250.0
2880,First Owner,Yamaha,110000.0,2500.0,4.0,150.0
2881,First Owner,KTM,230000.0,1900.0,4.0,390.0
2882,First Owner,Bajaj,19000.0,39858.0,11.0,150.0
2883,First Owner,Honda,26000.0,32489.0,7.0,125.0
2884,Second Owner,KTM,110000.0,27240.0,7.0,390.0
2885,First Owner,Honda,22500.0,17644.0,8.0,125.0
2886,First Owner,TVS,65000.0,12917.0,3.0,160.0
2887,First Owner,TVS,23000.0,23244.0,5.0,110.0
2888,First Owner,Hero,23000.0,17853.0,8.0,100.0
2889,First Owner,Bajaj,25000.0,24510.0,5.0,100.0
2890,First Owner,Bajaj,20000.0,21000.0,14.0,125.0
2891,First Owner,Suzuki,65000.0,73281.0,3.0,150.0
2892,First Owner,Hero,17000.0,26886.0,10.0,100.0
2893,First Owner,Bajaj,13000.0,32042.0,10.0,125.0
2894,First Owner,Honda,70000.0,15671.0,5.0,150.0
2895,First Owner,Hero,23000.0,14364.0,8.0,100.0
2896,First Owner,Royal Enfield,120000.0,2701.0,4.0,500.0
2897,First Owner,Honda,40500.0,10489.0,5.0,125.0
2898,First Owner,Royal Enfield,130000.0,2503.0,4.0,350.0
2899,First Owner,Suzuki,66700.0,16600.0,5.0,150.0
2900,First Owner,Suzuki,55000.0,29000.0,4.0,150.0
2901,First Owner,Hero,36000.0,36000.0,6.0,100.0
2902,First Owner,Bajaj,35000.0,19000.0,8.0,150.0
2903,First Owner,Royal Enfield,110000.0,10400.0,4.0,350.0
2904,First Owner,Hero,30000.0,25000.0,8.0,100.0
2905,First Owner,Hero,27500.0,25000.0,9.0,100.0
2906,First Owner,Ducati,1400000.0,3174.0,4.0,1200.0
2907,First Owner,Honda,45000.0,35866.0,5.0,160.0
2908,First Owner,Hero,27167.0,27110.0,7.0,100.0
2909,Second Owner,Yamaha,109000.0,19274.0,2.0,150.0
2910,First Owner,KTM,170000.0,14500.0,4.0,390.0
2911,First Owner,Bajaj,14000.0,52902.0,13.0,135.0
2912,Third Owner,Bajaj,31000.0,17000.0,5.0,150.0
2913,First Owner,KTM,215000.0,4500.0,3.0,390.0
2914,First Owner,Royal Enfield,111600.0,22000.0,7.0,350.0
2915,First Owner,Bajaj,25000.0,25388.0,11.0,220.0
2916,Second Owner,Royal Enfield,85000.0,17500.0,6.0,350.0
2917,First Owner,Royal Enfield,110000.0,10111.0,3.0,350.0
2918,First Owner,Royal Enfield,95000.0,8901.0,4.0,350.0
2919,First Owner,Royal Enfield,110000.0,9053.0,4.0,350.0
2920,First Owner,Hero,16000.0,26276.0,11.0,100.0
2921,First Owner,Bajaj,75000.0,6625.0,4.0,200.0
2922,First Owner,Hero,32000.0,12000.0,6.0,100.0
2923,First Owner,Yamaha,35000.0,28000.0,9.0,150.0
2924,First Owner,Bajaj,27000.0,39000.0,7.0,150.0
2925,First Owner,Royal Enfield,97000.0,45000.0,8.0,350.0
2926,First Owner,Royal Enfield,95000.0,15000.0,5.0,350.0
2927,First Owner,Bajaj,22000.0,23000.0,10.0,180.0
2928,First Owner,Honda,35000.0,23905.0,7.0,125.0
2929,First Owner,Royal Enfield,184000.0,1380.0,2.0,410.0
2930,First Owner,Bajaj,25000.0,26533.0,5.0,100.0
2931,First Owner,Honda,50000.0,13141.0,4.0,160.0
2932,First Owner,Bajaj,12000.0,43596.0,11.0,150.0
2933,First Owner,Honda,35000.0,37000.0,7.0,150.0
2934,First Owner,Royal Enfield,90000.0,2539.0,7.0,500.0
2935,First Owner,Royal Enfield,120000.0,12827.0,4.0,500.0
2936,First Owner,Royal Enfield,95000.0,16000.0,6.0,350.0
2937,First Owner,Bajaj,21500.0,30000.0,9.0,100.0
2938,First Owner,Honda,18000.0,24657.0,12.0,125.0
2939,First Owner,Bajaj,27000.0,102892.0,8.0,100.0
2940,First Owner,Bajaj,22000.0,14459.0,5.0,100.0
2941,First Owner,Bajaj,82000.0,41292.0,6.0,200.0
2942,First Owner,Bajaj,10000.0,27000.0,16.0,100.0
2943,First Owner,Royal Enfield,61000.0,14159.0,8.0,350.0
2944,First Owner,Honda,28000.0,24310.0,7.0,125.0
2945,First Owner,Bajaj,21500.0,22398.0,5.0,100.0
2946,First Owner,Bajaj,20000.0,65000.0,10.0,150.0
2947,Second Owner,Suzuki,38000.0,19300.0,4.0,150.0
2948,First Owner,Jawa,190000.0,2000.0,2.0,295.0
2949,First Owner,KTM,200000.0,16000.0,3.0,390.0
2950,First Owner,Royal Enfield,125000.0,36000.0,4.0,350.0
2951,First Owner,Yamaha,45000.0,40718.0,7.0,150.0
2952,First Owner,Hero,62000.0,1800.0,2.0,100.0
2953,First Owner,Suzuki,76000.0,17000.0,4.0,150.0
2954,First Owner,Yamaha,106400.0,10000.0,3.0,150.0
2955,First Owner,Suzuki,85000.0,7444.0,3.0,150.0
2956,First Owner,BMW,360000.0,7093.0,3.0,310.0
2957,First Owner,Bajaj,35599.0,14616.0,3.0,100.0
2958,First Owner,TVS,60000.0,838.0,3.0,160.0
2959,First Owner,Bajaj,43000.0,13500.0,5.0,125.0
2960,Second Owner,TVS,47000.0,24000.0,4.0,180.0
2961,First Owner,Royal Enfield,110000.0,27000.0,5.0,350.0
2962,Second Owner,Yamaha,73000.0,13175.0,5.0,150.0
2963,First Owner,Bajaj,86300.0,18500.0,5.0,200.0
2964,First Owner,Bajaj,45000.0,27700.0,7.0,200.0
2965,First Owner,Honda,81300.0,8331.0,3.0,160.0
2966,First Owner,Bajaj,73000.0,2055.0,3.0,180.0
2967,First Owner,KTM,135000.0,4549.0,2.0,125.0
2968,First Owner,TVS,55000.0,20363.0,4.0,180.0
2969,First Owner,TVS,36000.0,35688.0,6.0,180.0
2970,First Owner,Bajaj,41000.0,5095.0,5.0,150.0
2971,First Owner,KTM,140000.0,6000.0,2.0,125.0
2972,First Owner,Suzuki,65000.0,27700.0,5.0,150.0
2973,First Owner,Hero,19500.0,10000.0,14.0,100.0
2974,First Owner,Bajaj,38000.0,40000.0,6.0,220.0
2975,First Owner,Bajaj,24000.0,59944.0,8.0,180.0
2976,First Owner,Bajaj,14900.0,99890.0,17.0,125.0
2977,First Owner,Bajaj,22000.0,38000.0,10.0,135.0
2978,Third Owner,Royal Enfield,95000.0,50000.0,43.0,350.0
2979,First Owner,Royal Enfield,132000.0,6100.0,3.0,350.0
2980,First Owner,Royal Enfield,135000.0,85000.0,43.0,350.0
2981,First Owner,Honda,45297.0,55268.0,5.0,160.0
2982,First Owner,Royal Enfield,137000.0,8400.0,2.0,350.0
2983,First Owner,Bajaj,15000.0,48000.0,17.0,100.0
2984,First Owner,Hero,20000.0,19420.0,10.0,100.0
2985,First Owner,Bajaj,18800.0,46555.0,10.0,180.0
2986,First Owner,Yamaha,19000.0,22617.0,9.0,150.0
2987,First Owner,Bajaj,35000.0,10181.0,4.0,100.0
2988,First Owner,KTM,165000.0,10000.0,4.0,200.0
2989,First Owner,Hero,51000.0,23564.0,8.0,223.0
2990,Second Owner,Royal Enfield,85000.0,10000.0,9.0,500.0
2991,First Owner,Hero,26000.0,15099.0,9.0,100.0
2992,First Owner,Hero,27000.0,11237.0,9.0,100.0
2993,First Owner,Suzuki,52500.0,24487.0,4.0,150.0
2994,First Owner,Honda,13000.0,32641.0,13.0,150.0
2995,First Owner,KTM,155000.0,7500.0,4.0,200.0
2996,First Owner,Royal Enfield,56000.0,47000.0,16.0,350.0
2997,First Owner,Hero,65000.0,4500.0,5.0,149.0
2998,First Owner,Harley-Davidson,482000.0,7500.0,6.0,883.0
2999,Fourth Owner Or More,Royal Enfield,95000.0,9392.0,6.0,350.0
3000,First Owner,Hero,35000.0,12669.0,4.0,125.0
3001,First Owner,TVS,65000.0,7421.0,3.0,160.0
3002,First Owner,Hero,28000.0,32914.0,5.0,100.0
3003,Second Owner,Hero,23000.0,62433.0,7.0,100.0
3004,First Owner,Hero,23000.0,16286.0,9.0,100.0
3005,First Owner,Bajaj,29000.0,29189.0,4.0,135.0
3006,First Owner,Bajaj,18000.0,50732.0,10.0,125.0
3007,First Owner,Triumph,1000000.0,1500.0,4.0,1200.0
3008,First Owner,Bajaj,50000.0,42149.0,4.0,150.0
3009,First Owner,Royal Enfield,120000.0,14290.0,5.0,410.0
3010,Second Owner,TVS,45000.0,26500.0,7.0,180.0
3011,First Owner,Yamaha,50000.0,38000.0,12.0,150.0
3012,Second Owner,Yamaha,30000.0,34500.0,7.0,150.0
3013,First Owner,Honda,45000.0,16106.0,3.0,110.0
3014,First Owner,Hero,28000.0,17942.0,6.0,100.0
3015,First Owner,Royal Enfield,90000.0,2000.0,4.0,350.0
3016,First Owner,BMW,1500000.0,18000.0,4.0,1000.0
3017,First Owner,Yamaha,69000.0,25000.0,9.0,150.0
3018,First Owner,Bajaj,21000.0,20386.0,9.0,100.0
3019,First Owner,Bajaj,51000.0,18791.0,6.0,220.0
3020,First Owner,Honda,51000.0,17261.0,3.0,125.0
3021,First Owner,TVS,40500.0,39125.0,6.0,180.0
3022,Second Owner,Hero,16900.0,30000.0,13.0,223.0
3023,First Owner,KTM,79990.0,60000.0,8.0,200.0
3024,First Owner,Hero,23000.0,67000.0,13.0,223.0
3025,First Owner,Bajaj,27000.0,23000.0,3.0,100.0
3026,First Owner,Bajaj,79000.0,32000.0,6.0,200.0
3027,First Owner,Bajaj,26200.0,29000.0,10.0,125.0
3028,First Owner,Honda,18000.0,19687.0,10.0,125.0
3029,First Owner,Hero,55000.0,2309.0,2.0,100.0
3030,First Owner,KTM,128700.0,11300.0,5.0,200.0
3031,First Owner,Bajaj,50000.0,7500.0,3.0,150.0
3032,First Owner,Bajaj,13000.0,44000.0,13.0,125.0
3033,First Owner,Yamaha,26000.0,27454.0,9.0,150.0
3034,First Owner,Royal Enfield,130000.0,13000.0,4.0,350.0
3035,First Owner,Honda,35000.0,37000.0,9.0,150.0
3036,First Owner,TVS,44000.0,36000.0,6.0,180.0
3037,First Owner,TVS,15000.0,28757.0,13.0,110.0
3038,First Owner,Hero,20000.0,46007.0,13.0,223.0
3039,First Owner,Bajaj,32000.0,11278.0,11.0,220.0
3040,First Owner,Bajaj,24000.0,18085.0,7.0,125.0
3041,First Owner,Bajaj,20500.0,47057.0,9.0,100.0
3042,First Owner,Bajaj,19000.0,74594.0,11.0,100.0
3043,Second Owner,Bajaj,33969.0,33075.0,8.0,220.0
3044,Second Owner,Bajaj,25000.0,6500.0,7.0,125.0
3045,First Owner,Bajaj,106080.0,4633.0,4.0,400.0
3046,Second Owner,Royal Enfield,120000.0,48000.0,8.0,500.0
3047,First Owner,Hero,39000.0,12457.0,3.0,110.0
3048,First Owner,Bajaj,28000.0,13290.0,4.0,100.0
3053,First Owner,Royal Enfield,110000.0,14201.0,5.0,350.0
3055,First Owner,Yamaha,90000.0,8800.0,3.0,250.0
3056,First Owner,Honda,32000.0,10005.0,5.0,110.0
3057,First Owner,Royal Enfield,120000.0,11000.0,3.0,350.0
3058,First Owner,Royal Enfield,120000.0,33360.0,5.0,410.0
3059,First Owner,TVS,54000.0,18454.0,4.0,160.0
3060,First Owner,Hero,19000.0,49826.0,13.0,100.0
3061,First Owner,Bajaj,30000.0,33907.0,4.0,100.0
3062,First Owner,Yamaha,80000.0,23000.0,4.0,250.0
3063,First Owner,Hero,12000.0,45000.0,12.0,150.0
3064,First Owner,Honda,22000.0,65585.0,11.0,110.0
3065,First Owner,Yamaha,22000.0,30378.0,9.0,150.0
3066,First Owner,Bajaj,25000.0,31634.0,8.0,150.0
3067,First Owner,Honda,100000.0,28000.0,5.0,250.0
3068,Second Owner,Yamaha,47000.0,12643.0,9.0,150.0
3069,First Owner,TVS,36000.0,21905.0,9.0,160.0
3070,First Owner,Royal Enfield,110000.0,24000.0,7.0,500.0
3071,First Owner,TVS,94000.0,893.0,2.0,160.0
3072,First Owner,Suzuki,850000.0,13223.0,12.0,1300.0
3073,First Owner,Hero,21000.0,20000.0,9.0,100.0
3074,First Owner,KTM,125000.0,24451.0,3.0,200.0
3075,First Owner,Honda,35000.0,38195.0,7.0,150.0
3076,First Owner,Mahindra,18700.0,34409.0,7.0,110.0
3077,First Owner,Honda,60000.0,68.0,3.0,125.0
3078,First Owner,Hero,32000.0,18080.0,5.0,100.0
3079,First Owner,Hero,25000.0,68717.0,9.0,125.0
3080,First Owner,Bajaj,23000.0,44002.0,5.0,100.0
3081,First Owner,Hero,35000.0,27877.0,4.0,110.0
3082,First Owner,Bajaj,55000.0,12500.0,6.0,220.0
3083,First Owner,Bajaj,19000.0,17272.0,8.0,135.0
3084,First Owner,Royal Enfield,170000.0,8015.0,2.0,500.0
3085,First Owner,Hero,12000.0,67569.0,13.0,100.0
3086,First Owner,Hero,26000.0,32145.0,5.0,125.0
3087,First Owner,Hero,22000.0,38755.0,8.0,125.0
3088,First Owner,Bajaj,39000.0,29330.0,6.0,180.0
3089,First Owner,Royal Enfield,239000.0,1264.0,2.0,500.0
3090,First Owner,Bajaj,32000.0,38327.0,4.0,125.0
3091,First Owner,Bajaj,30000.0,12696.0,4.0,100.0
3092,First Owner,Honda,51000.0,20683.0,5.0,125.0
3093,First Owner,Royal Enfield,135000.0,23000.0,3.0,350.0
3094,First Owner,Bajaj,32000.0,19510.0,9.0,135.0
3095,First Owner,Triumph,650000.0,16000.0,4.0,675.0
3096,First Owner,KTM,190000.0,2500.0,2.0,200.0
3097,First Owner,Royal Enfield,161300.0,17000.0,5.0,535.0
3098,First Owner,KTM,190000.0,2600.0,2.0,250.0
3099,First Owner,Hero,18000.0,13290.0,9.0,100.0
3100,Second Owner,Bajaj,32000.0,23553.0,6.0,150.0
3101,First Owner,Bajaj,48000.0,1850.0,2.0,110.0
3102,First Owner,Bajaj,25000.0,90393.0,10.0,180.0
3103,First Owner,Hero,16000.0,13551.0,13.0,125.0
3104,First Owner,Bajaj,17000.0,32997.0,11.0,100.0
3105,First Owner,Yamaha,57000.0,28000.0,7.0,150.0
3106,First Owner,Bajaj,33000.0,12992.0,3.0,100.0
3121,First Owner,TVS,9000.0,72302.0,15.0,110.0
3122,First Owner,Bajaj,36000.0,6652.0,4.0,150.0
3123,Second Owner,Yamaha,51715.0,13191.0,8.0,150.0
3124,First Owner,Royal Enfield,120000.0,39000.0,6.0,350.0
3125,First Owner,Bajaj,75000.0,8600.0,4.0,220.0
3126,First Owner,Bajaj,70000.0,15000.0,5.0,220.0
3127,First Owner,Royal Enfield,107000.0,14000.0,5.0,410.0
3128,First Owner,Honda,42000.0,59589.0,6.0,150.0
3129,First Owner,Honda,18000.0,50000.0,10.0,125.0
3130,First Owner,Hero,22000.0,14978.0,9.0,100.0
3131,First Owner,Hero,29500.0,19000.0,8.0,100.0
3132,First Owner,TVS,90000.0,12131.0,3.0,160.0
3133,First Owner,Bajaj,32000.0,34859.0,3.0,100.0
3134,First Owner,Bajaj,32000.0,12000.0,2.0,100.0
3135,First Owner,Bajaj,30000.0,26701.0,5.0,150.0
3137,First Owner,KTM,200000.0,167.0,2.0,390.0
3138,Second Owner,Triumph,640000.0,7500.0,4.0,900.0
3139,First Owner,Suzuki,50000.0,43900.0,7.0,150.0
3140,First Owner,Hero,38000.0,12500.0,4.0,125.0
3141,First Owner,Bajaj,52000.0,11226.0,5.0,220.0
3142,First Owner,Hero,37000.0,18067.0,7.0,100.0
3144,First Owner,Bajaj,20000.0,30000.0,14.0,150.0
3145,First Owner,Royal Enfield,120000.0,23500.0,6.0,500.0
3146,First Owner,Hero,24000.0,18300.0,9.0,110.0
3147,Second Owner,Bajaj,31000.0,30000.0,7.0,150.0
3148,First Owner,Bajaj,33000.0,27836.0,4.0,150.0
3149,Second Owner,Bajaj,31500.0,80353.0,10.0,220.0
3150,First Owner,Bajaj,19000.0,48754.0,9.0,100.0
3151,First Owner,Bajaj,35000.0,15071.0,4.0,150.0
3152,First Owner,Honda,70000.0,38000.0,4.0,160.0
3153,First Owner,Honda,15000.0,7900.0,12.0,125.0
3154,First Owner,Bajaj,43000.0,9430.0,5.0,150.0
3158,First Owner,Yamaha,45000.0,15910.0,7.0,150.0
3160,First Owner,KTM,170000.0,8000.0,5.0,390.0
3161,First Owner,Bajaj,32000.0,35000.0,10.0,220.0
3162,First Owner,Bajaj,45000.0,39000.0,5.0,220.0
3163,First Owner,Bajaj,42400.0,23000.0,7.0,220.0
3164,First Owner,Suzuki,70000.0,9000.0,3.0,150.0
3165,First Owner,Bajaj,66700.0,5000.0,5.0,200.0
3166,First Owner,Royal Enfield,160000.0,1189.0,2.0,350.0
3167,First Owner,KTM,145000.0,23085.0,7.0,390.0
3168,First Owner,Bajaj,24000.0,39000.0,10.0,150.0
3169,First Owner,Royal Enfield,100000.0,100000.0,19.0,350.0
3170,First Owner,KTM,120000.0,26400.0,8.0,390.0
3171,First Owner,Suzuki,95000.0,5493.0,2.0,150.0
3172,First Owner,Suzuki,66000.0,17545.0,3.0,150.0
3173,First Owner,Bajaj,47000.0,16000.0,5.0,220.0
3174,First Owner,TVS,26000.0,51875.0,9.0,160.0
3175,First Owner,Bajaj,85000.0,7000.0,2.0,160.0
3176,First Owner,Hero,18000.0,79000.0,11.0,125.0
3177,First Owner,Bajaj,35000.0,34000.0,9.0,200.0
3178,First Owner,TVS,82000.0,52198.0,2.0,160.0
3180,First Owner,Honda,55000.0,27200.0,11.0,150.0
3181,First Owner,Bajaj,19400.0,50000.0,5.0,100.0
3182,First Owner,Royal Enfield,82000.0,11766.0,8.0,350.0
